,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
4508,2013,68880.0,1,16.95,1498,97.7,5.0,3.97,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4509,2017,5500.0,1,24.07,998,67.1,5.0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4510,2016,40052.0,1,21.1,1197,85.8,5.0,6.17,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4511,2016,47293.0,1,14.16,1968,174.3,5.0,38.72,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4512,2013,79663.0,1,16.8,1493,110.0,5.0,6.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4513,2013,63000.0,2,25.8,1498,98.6,5.0,4.25,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4514,2014,45000.0,1,26.0,1498,98.6,5.0,4.75,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4515,2014,56501.0,1,12.9,2755,174.5,7.0,17.71,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4516,2015,58000.0,1,20.34,1498,103.2,5.0,5.85,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4517,2011,51602.0,1,22.48,1995,190.0,5.0,17.27,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4518,2007,74199.0,1,16.07,1995,181.0,5.0,9.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4519,2017,25000.0,1,13.0,1591,121.3,5.0,12.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4520,2016,70000.0,2,21.76,1995,190.0,5.0,27.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4521,2013,25000.0,2,14.84,2143,167.62,5.0,21.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4522,2017,22000.0,1,26.59,1248,74.0,5.0,7.95,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4523,2015,47020.0,2,23.1,998,67.04,5.0,4.5,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4524,2017,8000.0,1,19.59,1995,187.74,5.0,33.75,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4525,2010,73000.0,1,11.33,4134,335.2,7.0,17.51,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4526,2017,36973.0,1,18.2,1199,88.7,5.0,6.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4527,2014,42083.0,1,25.4,624,37.48,4.0,1.68,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4528,2016,61000.0,1,24.7,796,47.3,5.0,2.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4529,2014,43628.0,1,22.5,998,67.04,5.0,3.16,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4530,2014,60000.0,1,24.4,1120,71.0,5.0,3.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4531,2010,54000.0,2,17.8,1199,76.8,5.0,1.95,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4532,2015,27001.0,1,16.36,2179,187.7,5.0,26.52,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4533,2010,52000.0,1,18.33,1968,167.7,5.0,9.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4534,2012,80000.0,1,21.27,1396,88.76,5.0,4.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4535,2008,160000.0,1,10.5,2835,107.2,6.0,8.75,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4536,2018,3300.0,1,24.3,1248,88.5,5.0,11.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4537,2016,35027.0,1,24.07,998,67.1,5.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4538,2015,26568.0,1,21.1,814,55.2,5.0,3.79,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4539,2015,59000.0,1,28.09,1248,88.5,5.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4540,2016,51000.0,1,19.67,1582,126.2,5.0,13.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4541,2012,56400.0,1,17.2,1968,138.1,5.0,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4542,2015,80000.0,1,20.14,1498,88.8,5.0,5.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4543,2013,107000.0,2,12.99,2494,100.6,7.0,13.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4544,2014,100000.0,1,14.21,2143,203.0,5.0,25.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4545,2016,59998.0,1,20.14,1498,88.8,5.0,5.49,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4546,2013,105000.0,1,17.32,1968,150.0,5.0,19.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4547,2011,36000.0,1,18.5,1197,80.0,5.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4548,2015,24350.0,2,19.81,1086,68.05,5.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4549,2018,28973.0,1,24.7,1047,69.0,5.0,6.64,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4550,2017,8243.0,1,21.1,814,55.2,5.0,3.21,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4551,2009,136642.0,2,17.92,1086,62.1,5.0,1.55,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4552,2011,60000.0,1,17.92,1086,62.1,5.0,2.59,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4553,2008,100000.0,2,12.7,2609,120.0,8.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4554,2010,48689.0,1,17.4,1497,117.3,5.0,3.87,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4555,2017,45000.0,1,24.3,1248,88.5,5.0,9.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4556,2019,38163.0,1,17.11,1968,174.33,5.0,32.91,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4557,2011,43800.0,2,14.21,2143,203.0,5.0,16.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4558,2007,92000.0,1,13.5,1799,130.0,5.0,1.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4559,2017,14064.0,1,18.6,1197,81.83,5.0,6.59,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4560,2017,42366.0,1,15.73,1968,174.33,5.0,31.93,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4561,2014,76551.0,1,25.1,1498,98.6,5.0,7.25,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4562,2008,72672.0,1,19.81,1086,68.05,5.0,1.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4563,2015,45000.0,1,25.2,1248,74.0,5.0,3.55,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4564,2012,91696.0,1,11.4,2953,153.86,7.0,9.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4565,2009,66484.0,1,13.8,1299,70.0,5.0,1.65,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4566,2019,15456.0,1,20.68,1995,190.0,5.0,36.64,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4567,2011,55000.0,2,14.21,2143,203.0,5.0,16.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4568,2019,21112.0,1,15.1,1196,73.0,5.0,5.38,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4569,2014,61297.0,1,25.8,1498,98.6,5.0,4.35,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4570,2006,80000.0,2,17.3,993,60.0,5.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4571,2013,59000.0,2,18.5,1197,80.0,5.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4572,2009,150000.0,1,11.0,2993,235.0,5.0,18.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4573,2017,60083.0,1,19.67,1582,126.2,5.0,13.78,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4574,2016,85450.0,1,26.59,1248,74.0,5.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4575,2013,88000.0,1,22.9,1248,74.0,5.0,4.33,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4576,2015,81828.0,1,24.0,1186,73.97,5.0,5.43,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4577,2016,18000.0,1,18.16,1196,86.8,5.0,4.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4578,2017,15000.0,1,15.97,2993,258.0,5.0,70.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4579,2016,34000.0,1,11.78,2143,167.62,5.0,25.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4580,2015,46000.0,1,18.9,1197,82.0,5.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4581,2013,48158.0,1,22.32,1582,126.32,5.0,6.7,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4582,2013,93000.0,1,16.73,2993,218.0,5.0,26.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4583,2013,71007.0,1,23.08,1461,63.1,5.0,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4584,2010,63067.0,2,15.5,1586,103.3,5.0,2.7,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4585,2011,70259.0,1,21.12,1248,88.8,5.0,2.95,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4586,2015,13000.0,1,16.55,1968,140.0,5.0,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4587,2009,140000.0,2,17.8,1248,75.0,5.0,2.49,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4588,2015,130000.0,1,25.2,1248,74.0,5.0,4.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4589,2011,89401.0,1,21.43,1364,87.2,5.0,4.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4590,2015,67000.0,1,27.3,1498,98.6,5.0,6.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4591,2010,65329.0,1,7.94,4395,450.0,4.0,20.72,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4592,2010,72000.0,1,16.25,1198,73.9,5.0,2.21,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4594,2011,82000.0,2,12.35,2179,187.74,5.0,13.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4595,2010,85000.0,1,15.3,1596,101.0,5.0,1.46,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4596,2012,83000.0,1,19.08,1582,126.32,5.0,6.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4597,2016,26000.0,1,21.7,999,67.0,5.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4598,2012,27000.0,1,22.3,1248,88.8,5.0,3.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4599,2018,37746.0,1,21.19,1396,88.73,5.0,7.59,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4600,2009,63274.0,2,15.0,1586,104.68,5.0,1.99,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4601,2016,25000.0,1,25.17,799,53.3,5.0,3.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4602,2013,197000.0,1,11.68,2498,112.0,7.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4603,2013,45010.0,2,21.1,814,55.2,5.0,2.95,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4604,2013,75348.0,1,25.8,1498,98.6,5.0,3.75,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4605,2010,90110.0,1,22.07,1199,73.9,5.0,2.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4606,2011,102013.0,1,17.0,1497,118.0,5.0,3.75,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4607,2015,36000.0,1,12.55,2982,168.5,7.0,22.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4608,2017,37578.0,1,18.0,1198,86.7,5.0,6.14,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4609,2015,46001.0,1,20.58,1995,143.0,5.0,16.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4610,2014,46559.0,1,23.1,998,67.04,5.0,3.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4611,2015,48000.0,1,12.99,2494,100.6,8.0,11.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4612,2013,46000.0,2,16.36,2179,187.7,5.0,24.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4613,2017,15000.0,1,17.5,1199,88.7,5.0,8.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4614,2012,85000.0,3,17.05,1995,184.0,5.0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4615,2014,32000.0,1,14.3,1598,103.5,5.0,5.55,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4616,2012,60818.0,1,16.09,1598,103.5,5.0,3.59,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4617,2019,35188.0,1,22.77,1498,98.59,5.0,11.13,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4618,2012,110000.0,1,15.1,2179,140.0,7.0,7.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4619,2014,61000.0,1,18.6,1388,67.0,5.0,2.98,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4620,2010,75000.0,2,17.92,1086,62.1,5.0,1.7,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4621,2015,55000.0,1,12.0,2987,224.0,7.0,52.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4622,2003,69966.0,1,19.7,796,46.3,5.0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4623,2016,42000.0,1,17.8,1497,117.3,5.0,9.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4624,2014,48000.0,1,13.01,2199,194.3,7.0,16.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4625,2015,35000.0,1,17.9,2143,136.0,5.0,20.99,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4626,2005,128000.0,2,12.8,2494,102.0,8.0,4.25,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4627,2008,78000.0,2,16.07,1995,181.0,5.0,7.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4628,2011,53080.0,1,18.6,1197,85.8,5.0,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4629,2011,66000.0,2,15.04,1598,103.6,5.0,4.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4630,2012,25000.0,1,16.02,1373,93.7,7.0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4631,2016,36139.0,2,18.9,1197,82.0,5.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4632,2017,44000.0,1,19.67,1582,126.2,5.0,12.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4633,2008,50000.0,2,16.77,2967,241.38,5.0,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4634,2016,81177.0,1,16.0,1997,140.0,7.0,11.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4635,2016,26000.0,1,16.05,1499,110.4,5.0,7.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4636,2016,100000.0,1,24.4,1120,71.0,5.0,4.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4637,2014,75000.0,1,21.21,1498,103.2,5.0,7.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4638,2004,119859.0,1,13.0,2987,210.0,5.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4639,2010,55980.0,1,20.36,1197,78.9,5.0,2.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4640,2015,30000.0,1,17.11,1968,174.33,5.0,27.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4641,2012,49700.0,2,21.9,1396,88.76,5.0,4.18,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4642,2013,79000.0,1,23.5,1396,88.7,5.0,6.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4643,2010,65100.0,1,17.0,1497,118.0,5.0,3.15,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4644,2016,54161.0,1,25.47,1248,88.5,7.0,7.64,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4645,2011,28619.0,1,19.7,796,46.3,5.0,2.4,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4646,2016,9000.0,1,20.51,998,67.0,5.0,4.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4647,2016,42876.0,1,19.08,1582,126.2,5.0,9.31,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4648,2011,64000.0,1,19.7,796,46.3,5.0,2.39,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4649,2018,20488.0,2,16.09,1598,103.5,5.0,7.64,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4650,2016,21000.0,1,21.4,1197,83.1,5.0,6.21,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4651,2012,119203.0,1,18.0,2179,115.0,5.0,16.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4652,2011,55987.0,1,13.7,1997,153.86,5.0,8.22,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4653,2017,72668.0,1,14.24,2755,174.5,7.0,28.85,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4654,2015,32000.0,1,15.6,1497,116.3,5.0,8.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4655,2014,3000.0,2,12.0,5461,421.0,2.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4656,2015,10400.0,1,17.4,1497,117.3,5.0,6.51,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4657,2013,35000.0,1,22.9,1248,74.0,5.0,4.65,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4658,2013,55101.0,1,14.53,1794,138.1,5.0,8.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4659,2014,57464.0,1,23.59,1364,67.06,5.0,5.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4660,2006,110000.0,1,18.9,998,67.1,5.0,1.11,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4661,2014,72000.0,1,12.0,1991,184.0,5.0,17.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4662,2012,16000.0,1,16.36,2179,187.7,5.0,32.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4663,2011,62020.0,1,17.0,1197,80.0,5.0,3.45,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4664,2014,85000.0,2,12.39,2179,147.51,5.0,23.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4665,2018,14223.0,1,18.6,1197,81.86,5.0,7.32,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4666,2014,41210.0,1,18.0,1198,86.7,5.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4667,2015,20000.0,1,18.0,2987,165.0,5.0,47.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4668,2016,18043.0,1,22.74,796,47.3,5.0,4.12,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4669,2016,80000.0,1,11.36,2755,171.5,7.0,19.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4670,2016,21000.0,1,18.9,1197,82.0,5.0,6.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4671,2016,49000.0,1,16.55,2993,258.0,5.0,45.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4673,2010,95000.0,2,18.5,1197,80.0,5.0,2.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4674,2015,32000.0,1,18.9,1197,82.0,5.0,4.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4675,2014,122800.0,1,25.01,1498,89.75,5.0,5.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4677,2015,69000.0,1,26.59,1248,74.0,5.0,5.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4678,2015,65000.0,2,23.59,1364,67.04,5.0,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4679,2015,23000.0,1,19.1,1197,82.0,5.0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4680,2009,70000.0,1,13.5,1799,130.0,5.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4681,2014,250000.0,1,12.99,2494,100.6,8.0,10.9,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4682,2012,56000.0,1,13.2,1495,94.0,5.0,2.45,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4683,2013,30000.0,1,22.74,796,47.3,5.0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4684,2010,35000.0,1,8.1,5461,387.3,2.0,29.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4685,2013,92250.0,2,22.7,1498,89.84,5.0,5.75,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4686,2018,40000.0,1,20.14,1197,81.86,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4687,2014,96848.0,1,14.3,1598,103.6,5.0,4.62,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4688,2016,42000.0,1,15.73,1968,174.33,5.0,23.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4689,2013,55886.0,1,16.0,2179,140.0,7.0,7.25,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4690,2019,12336.0,1,17.0,1591,121.3,5.0,11.88,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4691,2009,60000.0,3,13.9,1599,103.2,5.0,2.25,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4692,2003,83000.0,2,14.2,1597,92.0,5.0,0.85,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4693,2018,24000.0,1,19.69,1198,67.04,5.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4694,2016,32198.0,1,16.5,1198,86.8,5.0,5.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4695,2014,92247.0,1,12.99,2494,100.6,7.0,12.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4696,2011,121311.0,1,20.64,1498,108.5,5.0,2.9,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4697,2016,66296.0,1,16.0,2179,140.0,7.0,15.96,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4698,2015,41000.0,1,16.9,1197,82.0,5.0,5.45,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4699,2017,38681.0,1,13.5,2198,157.7,7.0,23.86,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4700,2008,43761.0,1,18.0,995,62.0,5.0,1.75,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4701,2017,17400.0,1,24.52,1248,88.5,7.0,9.75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4702,2013,61510.0,1,25.8,1498,98.6,5.0,4.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4703,2014,60000.0,1,17.4,1497,117.3,5.0,6.25,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4704,2014,35165.0,2,23.8,1998,112.0,5.0,22.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4705,2016,41617.0,1,14.53,1794,138.1,5.0,14.14,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4707,2014,65000.0,1,13.7,1798,157.75,5.0,11.95,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4708,2011,68000.0,1,18.9,998,67.1,5.0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4709,2013,49000.0,1,19.81,1086,68.05,5.0,2.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4710,2019,16698.0,1,23.84,1199,84.0,5.0,5.85,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4711,2016,30965.0,1,21.4,1197,83.1,5.0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4712,2014,56058.0,1,15.04,1598,103.2,5.0,4.95,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4713,2017,15356.0,1,18.9,1197,81.86,5.0,4.75,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4714,2013,54000.0,1,20.0,1399,68.05,5.0,2.55,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4715,2011,47000.0,2,13.9,1799,130.3,5.0,4.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4716,2015,21652.0,1,22.74,796,47.3,5.0,3.01,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4717,2016,52000.0,1,15.68,1999,177.0,5.0,42.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4718,2010,35010.0,1,12.4,2698,179.5,5.0,11.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4719,2006,76662.0,1,11.0,2987,198.5,5.0,10.99,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4720,2009,89000.0,1,17.0,1497,118.0,5.0,3.71,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4721,2006,80000.0,3,10.1,2354,152.0,5.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4722,2018,39023.0,1,28.09,1248,88.5,5.0,9.48,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4723,2004,62000.0,2,18.9,998,67.1,5.0,1.25,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4724,2015,78046.0,1,19.67,1582,126.2,5.0,10.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4725,2015,34400.0,1,28.09,1248,88.5,5.0,5.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4726,2016,64624.0,1,21.1,814,55.2,5.0,3.71,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4727,2014,69192.0,1,16.02,1373,93.7,7.0,6.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4728,2012,55000.0,1,20.54,1598,103.6,5.0,4.9,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4729,2005,81000.0,2,12.8,1493,100.0,5.0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4730,2016,36733.0,1,16.47,1198,73.9,5.0,4.72,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4731,2017,24310.0,1,33.44,796,40.3,4.0,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4732,2016,43022.0,1,17.9,2143,136.0,5.0,24.85,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4733,2013,74000.0,1,14.66,2199,194.3,7.0,12.25,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4734,2014,47000.0,1,22.9,1248,74.0,5.0,3.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4735,2017,37460.0,1,18.6,1197,81.86,5.0,6.28,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4736,2011,130000.0,1,14.0,2498,112.0,8.0,2.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4737,2017,31576.0,1,18.9,1197,82.0,5.0,7.85,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4738,2011,66000.0,1,15.04,1598,103.6,5.0,2.95,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4739,2008,79000.0,2,11.7,2354,177.6,5.0,4.85,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4740,2011,47140.0,2,13.5,2925,281.61,5.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4741,2016,36610.0,1,15.0,2143,107.3,5.0,19.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0
